InfoDate,EmployeeID,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,retirementType,resignationReason,Attrition,retirementDate,JobInvolvement,PerformanceRating
2015-12-31,224,34,6,102480,1.0,12,1,4,6,2,4,3,Travel_Rarely,Sales,College,Life Sciences,Male,4,Research Director,Married,,,No,,3,3
2015-12-31,2824,45,2,57680,5.0,23,1,4,6,3,4,2,Travel_Rarely,Research & Development,Below College,Technical Degree,Female,2,Healthcare Representative,Single,,,No,,3,4
2015-12-31,1354,45,2,57680,5.0,23,1,4,6,3,4,2,Travel_Rarely,Research & Development,Below College,Technical Degree,Female,2,Healthcare Representative,Single,,,No,,3,4
2015-12-31,4294,45,2,57680,5.0,23,1,4,6,3,4,2,Travel_Rarely,Research & Development,Below College,Technical Degree,Female,2,Healthcare Representative,Single,,,No,,3,4
2015-12-31,306,25,8,74840,1.0,15,0,3,6,3,4,2,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,2,Research Scientist,Single,,,No,,3,3
2015-12-31,1776,25,8,74840,1.0,15,0,3,6,3,4,2,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,2,Research Scientist,Single,,,No,,3,3
2015-12-31,3246,25,8,74840,1.0,15,0,3,6,3,4,2,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,2,Research Scientist,Single,,,No,,3,3
2015-12-31,1595,26,14,75100,0.0,18,3,3,6,3,1,3,Travel_Frequently,Sales,Bachelor,Life Sciences,Male,2,Manager,Single,Resignation,Others,Sí,2016-02-17,3,3
2015-12-31,125,26,14,75100,0.0,18,3,3,6,3,4,3,Travel_Frequently,Sales,Bachelor,Life Sciences,Male,2,Manager,Single,Resignation,Stress,Sí,2016-05-02,3,3
2015-12-31,3065,26,14,75100,0.0,18,3,3,6,3,1,3,Travel_Frequently,Sales,Bachelor,Life Sciences,Male,2,Manager,Single,Resignation,Stress,Sí,2016-03-15,3,3
2015-12-31,2235,37,8,75870,0.0,22,1,5,6,3,3,1,Non-Travel,Sales,Master,Medical,Male,1,Healthcare Representative,Single,,,No,,3,4
2015-12-31,3705,37,8,75870,0.0,22,1,5,6,3,3,1,Non-Travel,Sales,Master,Medical,Male,1,Healthcare Representative,Single,,,No,,3,4
2015-12-31,765,37,8,75870,0.0,22,1,5,6,3,3,1,Non-Travel,Sales,Master,Medical,Male,1,Healthcare Representative,Single,,,No,,3,4
2015-12-31,999,38,28,29790,4.0,12,1,3,6,3,2,2,Travel_Frequently,Research & Development,Bachelor,Medical,Male,1,Healthcare Representative,Married,,,No,,3,3
2015-12-31,3939,38,28,29790,4.0,12,1,3,6,3,2,2,Travel_Frequently,Research & Development,Bachelor,Medical,Male,1,Healthcare Representative,Married,,,No,,3,3
2015-12-31,2469,38,28,29790,4.0,12,1,3,6,3,2,2,Travel_Frequently,Research & Development,Bachelor,Medical,Male,1,Healthcare Representative,Married,,,No,,3,3
2015-12-31,735,39,29,38750,3.0,15,0,3,6,3,3,3,Non-Travel,Research & Development,College,Life Sciences,Male,2,Sales Executive,Married,,,No,,3,3
2015-12-31,3675,39,29,38750,3.0,15,0,3,6,3,3,3,Non-Travel,Research & Development,College,Life Sciences,Male,2,Sales Executive,Married,,,No,,3,3
2015-12-31,2205,39,29,38750,3.0,15,0,3,6,3,3,3,Non-Travel,Research & Development,College,Life Sciences,Male,2,Sales Executive,Married,,,No,,3,3
2015-12-31,911,24,15,54880,1.0,22,1,6,6,1,4,3,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,2,Research Scientist,Single,,,No,,3,4
2015-12-31,2381,24,15,54880,1.0,22,1,6,6,1,4,3,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,2,Research Scientist,Single,,,No,,3,4
2015-12-31,3851,24,15,54880,1.0,22,1,6,6,1,4,3,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,2,Research Scientist,Single,,,No,,3,4
2015-12-31,3190,29,2,41570,1.0,17,3,2,6,2,3,2,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,1,Healthcare Representative,Married,,,No,,3,3
2015-12-31,250,29,2,41570,1.0,17,3,2,6,2,3,2,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,1,Healthcare Representative,Married,,,No,,3,3
2015-12-31,1720,29,2,41570,1.0,17,3,2,6,2,3,2,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,1,Healthcare Representative,Married,,,No,,3,3
2015-12-31,83,37,1,133480,7.0,14,0,4,6,4,4,2,Travel_Rarely,Sales,Master,Life Sciences,Male,2,Healthcare Representative,Divorced,,,No,,3,3
2015-12-31,1553,37,1,133480,7.0,14,0,4,6,4,4,2,Travel_Rarely,Sales,Master,Life Sciences,Male,2,Healthcare Representative,Divorced,,,No,,3,3
2015-12-31,3023,37,1,133480,7.0,14,0,4,6,4,4,2,Travel_Rarely,Sales,Master,Life Sciences,Male,2,Healthcare Representative,Divorced,,,No,,3,3
2015-12-31,941,33,18,63850,1.0,13,0,6,6,3,4,3,Non-Travel,Research & Development,College,Medical,Female,2,Healthcare Representative,Divorced,,,No,,2,3
2015-12-31,2411,33,18,63850,1.0,13,0,6,6,3,4,3,Non-Travel,Research & Development,College,Medical,Female,2,Healthcare Representative,Divorced,,,No,,2,3
2015-12-31,3881,33,18,63850,1.0,13,0,6,6,3,4,3,Non-Travel,Research & Development,College,Medical,Female,2,Healthcare Representative,Divorced,,,No,,2,3
2015-12-31,3357,58,2,26220,2.0,23,0,3,6,3,2,3,Travel_Rarely,Research & Development,Master,Life Sciences,Male,1,Research Scientist,Divorced,,,No,,3,4
2015-12-31,417,58,2,26220,2.0,23,0,3,6,3,2,3,Travel_Rarely,Research & Development,Master,Life Sciences,Male,1,Research Scientist,Divorced,,,No,,3,4
2015-12-31,1887,58,2,26220,2.0,23,0,3,6,3,2,3,Travel_Rarely,Research & Development,Master,Life Sciences,Male,1,Research Scientist,Divorced,,,No,,3,4
2015-12-31,4370,29,2,49780,0.0,13,0,3,6,3,3,2,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,1,Sales Executive,Single,,,No,,2,3
2015-12-31,2900,29,2,49780,0.0,13,0,3,6,3,3,2,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,1,Sales Executive,Single,Resignation,Others,Sí,2016-07-22,2,3
2015-12-31,1430,29,2,49780,0.0,13,0,3,6,3,3,2,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,1,Sales Executive,Single,Resignation,Others,Sí,2016-02-04,2,3
2015-12-31,991,27,3,66940,1.0,13,1,2,6,3,4,2,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,1,Manager,Single,,,No,,2,3
2015-12-31,2461,27,3,66940,1.0,13,1,2,6,3,4,2,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,1,Manager,Single,,,No,,2,3
2015-12-31,3931,27,3,66940,1.0,13,1,2,6,3,4,2,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,1,Manager,Single,,,No,,2,3
2015-12-31,2090,46,9,141180,2.0,22,0,3,6,4,4,2,Travel_Rarely,Sales,Below College,Medical,Female,1,Sales Executive,Divorced,,,No,,3,4
2015-12-31,3560,46,9,141180,2.0,22,0,3,6,4,4,2,Travel_Rarely,Sales,Below College,Medical,Female,1,Sales Executive,Divorced,,,No,,3,4
2015-12-31,620,46,9,141180,2.0,22,0,3,6,4,4,2,Travel_Rarely,Sales,Below College,Medical,Female,1,Sales Executive,Divorced,,,No,,3,4
2015-12-31,5,32,10,23420,4.0,12,2,2,6,4,1,3,Travel_Rarely,Research & Development,Below College,Medical,Male,1,Sales Executive,Single,,,No,,3,3
2015-12-31,1475,32,10,23420,4.0,12,2,2,6,4,1,3,Travel_Rarely,Research & Development,Below College,Medical,Male,1,Sales Executive,Single,,,No,,3,3
2015-12-31,2945,32,10,23420,4.0,12,2,2,6,4,1,3,Travel_Rarely,Research & Development,Below College,Medical,Male,1,Sales Executive,Single,,,No,,3,3
2015-12-31,4150,27,8,164220,1.0,20,1,3,6,2,2,3,Travel_Rarely,Research & Development,College,Medical,Male,1,Laboratory Technician,Married,,,No,,3,4
2015-12-31,1210,27,8,164220,1.0,20,1,3,6,2,2,3,Travel_Rarely,Research & Development,College,Medical,Male,1,Laboratory Technician,Married,,,No,,3,4
2015-12-31,2680,27,8,164220,1.0,20,1,3,6,2,2,3,Travel_Rarely,Research & Development,College,Medical,Male,1,Laboratory Technician,Married,,,No,,3,4
2015-12-31,2639,32,3,53630,1.0,13,0,4,6,3,2,3,Travel_Rarely,Research & Development,College,Technical Degree,Male,3,Manufacturing Director,Single,,,No,,3,3
2015-12-31,4109,32,3,53630,1.0,13,0,4,6,3,2,3,Travel_Rarely,Research & Development,College,Technical Degree,Male,3,Manufacturing Director,Single,,,No,,3,3
2015-12-31,1169,32,3,53630,1.0,13,0,4,6,3,2,3,Travel_Rarely,Research & Development,College,Technical Degree,Male,3,Manufacturing Director,Single,,,No,,3,3
2015-12-31,1063,42,11,178560,3.0,18,0,2,6,3,3,2,Non-Travel,Research & Development,Bachelor,Medical,Male,1,Manager,Married,,,No,,3,3
2015-12-31,2533,42,11,178560,3.0,18,0,2,6,3,3,2,Non-Travel,Research & Development,Bachelor,Medical,Male,1,Manager,Married,,,No,,3,3
2015-12-31,4003,42,11,178560,3.0,18,0,2,6,3,3,2,Non-Travel,Research & Development,Bachelor,Medical,Male,1,Manager,Married,,,No,,3,3
2015-12-31,582,42,1,30340,7.0,21,1,3,6,2,1,4,Travel_Rarely,Research & Development,College,Life Sciences,Male,4,Laboratory Technician,Single,,,No,,2,4
2015-12-31,3522,42,1,30340,7.0,21,1,3,6,2,1,4,Travel_Rarely,Research & Development,College,Life Sciences,Male,4,Laboratory Technician,Single,,,No,,2,4
2015-12-31,2052,42,1,30340,7.0,21,1,3,6,2,1,4,Travel_Rarely,Research & Development,College,Life Sciences,Male,4,Laboratory Technician,Single,,,No,,2,4
2015-12-31,2187,27,26,46470,3.0,17,0,3,6,4,4,3,Travel_Frequently,Research & Development,Master,Medical,Female,1,Research Director,Single,,,No,,4,3
2015-12-31,717,27,26,46470,3.0,17,0,3,6,4,4,3,Travel_Frequently,Research & Development,Master,Medical,Female,1,Research Director,Single,,,No,,4,3
2015-12-31,3657,27,26,46470,3.0,17,0,3,6,4,4,3,Travel_Frequently,Research & Development,Master,Medical,Female,1,Research Director,Single,,,No,,4,3
2015-12-31,4120,39,3,47240,2.0,12,1,4,6,4,4,2,Non-Travel,Research & Development,Master,Life Sciences,Female,2,Research Director,Single,,,No,,4,3
2015-12-31,1180,39,3,47240,2.0,12,1,4,6,4,4,2,Non-Travel,Research & Development,Master,Life Sciences,Female,2,Research Director,Single,,,No,,4,3
2015-12-31,2650,39,3,47240,2.0,12,1,4,6,4,4,2,Non-Travel,Research & Development,Master,Life Sciences,Female,2,Research Director,Single,,,No,,4,3
2015-12-31,537,34,29,115100,0.0,14,1,5,6,1,4,2,Travel_Frequently,Sales,Master,Marketing,Male,1,Research Scientist,Single,,,No,,3,3
2015-12-31,3477,34,29,115100,0.0,14,1,5,6,1,4,2,Travel_Frequently,Sales,Master,Marketing,Male,1,Research Scientist,Single,,,No,,3,3
2015-12-31,2007,34,29,115100,0.0,14,1,5,6,1,4,2,Travel_Frequently,Sales,Master,Marketing,Male,1,Research Scientist,Single,,,No,,3,3
2015-12-31,2902,54,8,61340,2.0,19,0,2,6,4,1,3,Travel_Rarely,Sales,College,Marketing,Female,2,Laboratory Technician,Married,,,No,,2,3
2015-12-31,1432,54,8,61340,2.0,19,0,2,6,4,1,3,Travel_Rarely,Sales,College,Marketing,Female,2,Laboratory Technician,Married,,,No,,2,3
2015-12-31,4372,54,8,61340,2.0,19,0,2,6,4,1,3,Travel_Rarely,Sales,College,Marketing,Female,2,Laboratory Technician,Married,,,No,,2,3
2015-12-31,1668,33,16,20900,4.0,16,0,2,6,1,3,3,Travel_Rarely,Research & Development,Bachelor,Medical,Female,1,Laboratory Technician,Divorced,,,No,,3,3
2015-12-31,198,33,16,20900,4.0,16,0,2,6,1,3,3,Travel_Rarely,Research & Development,Bachelor,Medical,Female,1,Laboratory Technician,Divorced,,,No,,3,3
2015-12-31,3138,33,16,20900,4.0,16,0,2,6,1,3,3,Travel_Rarely,Research & Development,Bachelor,Medical,Female,1,Laboratory Technician,Divorced,,,No,,3,3
2015-12-31,1971,59,5,56740,3.0,12,0,6,6,2,4,1,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,2,Research Scientist,Married,,,No,,3,3
2015-12-31,3441,59,5,56740,3.0,12,0,6,6,2,4,1,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,2,Research Scientist,Married,,,No,,3,3
2015-12-31,501,59,5,56740,3.0,12,0,6,6,2,4,1,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,2,Research Scientist,Married,,,No,,3,3
2015-12-31,932,33,7,109990,1.0,18,3,3,6,4,4,3,Travel_Rarely,Research & Development,Bachelor,Medical,Male,5,Sales Executive,Divorced,,,No,,2,3
2015-12-31,3872,33,7,109990,1.0,18,3,3,6,4,4,3,Travel_Rarely,Research & Development,Bachelor,Medical,Male,5,Sales Executive,Divorced,,,No,,2,3
2015-12-31,2402,33,7,109990,1.0,18,3,3,6,4,4,3,Travel_Rarely,Research & Development,Bachelor,Medical,Male,5,Sales Executive,Divorced,,,No,,2,3
2015-12-31,731,41,1,191410,3.0,12,1,2,6,4,4,2,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,4,Sales Executive,Divorced,,,No,,3,3
2015-12-31,3671,41,1,191410,3.0,12,1,2,6,4,4,2,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,4,Sales Executive,Divorced,,,No,,3,3
2015-12-31,2201,41,1,191410,3.0,12,1,2,6,4,4,2,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,4,Sales Executive,Divorced,,,No,,3,3
2015-12-31,3204,27,4,21940,1.0,12,0,5,6,4,4,3,Travel_Frequently,Sales,Bachelor,Technical Degree,Male,5,Laboratory Technician,Divorced,,,No,,3,3
2015-12-31,1734,27,4,21940,1.0,12,0,5,6,4,4,3,Travel_Frequently,Sales,Bachelor,Technical Degree,Male,5,Laboratory Technician,Divorced,,,No,,3,3
2015-12-31,264,27,4,21940,1.0,12,0,5,6,4,4,3,Travel_Frequently,Sales,Bachelor,Technical Degree,Male,5,Laboratory Technician,Divorced,,,No,,3,3
2015-12-31,577,34,1,24760,1.0,19,0,2,6,2,3,2,Travel_Rarely,Sales,Below College,Marketing,Female,2,Laboratory Technician,Married,,,No,,3,3
2015-12-31,3517,34,1,24760,1.0,19,0,2,6,2,3,2,Travel_Rarely,Sales,Below College,Marketing,Female,2,Laboratory Technician,Married,,,No,,3,3
2015-12-31,2047,34,1,24760,1.0,19,0,2,6,2,3,2,Travel_Rarely,Sales,Below College,Marketing,Female,2,Laboratory Technician,Married,,,No,,3,3
2015-12-31,2346,43,1,46780,5.0,25,1,0,6,4,2,3,Travel_Rarely,Research & Development,Below College,Other,Male,1,Manager,Divorced,,,No,,4,4
2015-12-31,3816,43,1,46780,5.0,25,1,0,6,4,2,3,Travel_Rarely,Research & Development,Below College,Other,Male,1,Manager,Divorced,,,No,,4,4
2015-12-31,876,43,1,46780,5.0,25,1,0,6,4,2,3,Travel_Rarely,Research & Development,Below College,Other,Male,1,Manager,Divorced,,,No,,4,4
2015-12-31,2045,37,23,166590,7.0,16,1,2,6,3,4,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,3,Manufacturing Director,Divorced,,,No,,3,3
2015-12-31,575,37,23,166590,7.0,16,1,2,6,3,4,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,3,Manufacturing Director,Divorced,,,No,,3,3
2015-12-31,3515,37,23,166590,7.0,16,1,2,6,3,4,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,3,Manufacturing Director,Divorced,,,No,,3,3
2015-12-31,2790,25,10,82370,1.0,13,0,6,6,3,3,3,Travel_Rarely,Sales,Below College,Marketing,Male,2,Research Director,Single,Fired,,No,2016-04-21,2,3
2015-12-31,1320,25,10,82370,1.0,13,0,6,6,3,3,3,Travel_Rarely,Sales,Below College,Marketing,Male,2,Research Director,Single,Resignation,Salary,Sí,2016-07-10,2,3
2015-12-31,4260,25,10,82370,1.0,13,0,6,6,3,3,3,Travel_Rarely,Sales,Below College,Marketing,Male,2,Research Director,Single,,,No,,2,3
2015-12-31,3147,37,8,41930,4.0,16,1,5,6,2,4,4,Travel_Rarely,Research & Development,Below College,Life Sciences,Male,1,Sales Executive,Single,,,No,,3,3
2015-12-31,1677,37,8,41930,4.0,16,1,5,6,2,4,4,Travel_Rarely,Research & Development,Below College,Life Sciences,Male,1,Sales Executive,Single,,,No,,3,3
2015-12-31,207,37,8,41930,4.0,16,1,5,6,2,4,4,Travel_Rarely,Research & Development,Below College,Life Sciences,Male,1,Sales Executive,Single,,,No,,3,3
2015-12-31,2899,30,3,28620,5.0,14,0,2,6,3,1,3,Travel_Frequently,Sales,College,Medical,Male,2,Healthcare Representative,Single,Resignation,Salary,Sí,2016-03-04,2,3
2015-12-31,4369,30,3,28620,5.0,14,0,2,6,3,1,2,Travel_Frequently,Sales,College,Medical,Male,2,Healthcare Representative,Single,,,No,,2,3
2015-12-31,1429,30,3,28620,5.0,14,0,2,6,3,1,2,Travel_Frequently,Sales,College,Medical,Male,2,Healthcare Representative,Single,Resignation,Stress,Sí,2016-03-31,2,3
2015-12-31,1792,34,2,103120,1.0,12,0,2,6,3,1,3,Travel_Rarely,Sales,Bachelor,Marketing,Male,1,Sales Representative,Single,,,No,,3,3
2015-12-31,3262,34,2,103120,1.0,12,0,2,6,3,1,3,Travel_Rarely,Sales,Bachelor,Marketing,Male,1,Sales Representative,Single,,,No,,3,3
2015-12-31,322,34,2,103120,1.0,12,0,2,6,3,1,3,Travel_Rarely,Sales,Bachelor,Marketing,Male,1,Sales Representative,Single,,,No,,3,3
2015-12-31,4219,36,3,20180,1.0,13,0,5,6,2,2,3,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Female,2,Laboratory Technician,Single,,,No,,3,3
2015-12-31,2749,36,3,20180,1.0,13,0,5,6,2,2,3,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Female,2,Laboratory Technician,Single,,,No,,3,3
2015-12-31,1279,36,3,20180,1.0,13,0,5,6,2,2,3,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Female,2,Laboratory Technician,Single,,,No,,3,3
2015-12-31,2081,28,6,23510,1.0,16,0,4,6,4,1,3,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,2,Research Scientist,Married,,,No,,3,3
2015-12-31,611,28,6,23510,1.0,16,0,4,6,4,1,3,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,2,Research Scientist,Married,,,No,,3,3
2015-12-31,3551,28,6,23510,1.0,16,0,4,6,4,1,3,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,2,Research Scientist,Married,,,No,,3,3
2015-12-31,638,31,21,99800,1.0,12,0,1,6,3,1,2,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,2,Laboratory Technician,Married,,,No,,3,3
2015-12-31,3578,31,21,99800,1.0,12,0,1,6,3,1,2,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,2,Laboratory Technician,Married,,,No,,3,3
2015-12-31,2108,31,21,99800,1.0,12,0,1,6,3,1,2,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,2,Laboratory Technician,Married,,,No,,3,3
2015-12-31,739,27,2,37080,1.0,16,2,2,6,4,4,3,Travel_Rarely,Research & Development,Master,Life Sciences,Male,1,Human Resources,Married,,,No,,3,3
2015-12-31,2209,27,2,37080,1.0,16,2,2,6,4,4,3,Travel_Rarely,Research & Development,Master,Life Sciences,Male,1,Human Resources,Married,,,No,,3,3
2015-12-31,3679,27,2,37080,1.0,16,2,2,6,4,4,3,Travel_Rarely,Research & Development,Master,Life Sciences,Male,1,Human Resources,Married,,,No,,3,3
2015-12-31,525,30,8,183000,0.0,14,0,6,6,3,1,2,Travel_Rarely,Research & Development,Bachelor,Medical,Female,1,Sales Executive,Married,,,No,,3,3
2015-12-31,3465,30,8,183000,0.0,14,0,6,6,3,1,2,Travel_Rarely,Research & Development,Bachelor,Medical,Female,1,Sales Executive,Married,,,No,,3,3
2015-12-31,1995,30,8,183000,0.0,14,0,6,6,3,1,2,Travel_Rarely,Research & Development,Bachelor,Medical,Female,1,Sales Executive,Married,,,No,,3,3
2015-12-31,884,30,4,21210,1.0,13,1,2,6,2,2,2,Travel_Rarely,Research & Development,Bachelor,Medical,Female,1,Research Director,Married,,,No,,3,3
2015-12-31,2354,30,4,21210,1.0,13,1,2,6,2,2,2,Travel_Rarely,Research & Development,Bachelor,Medical,Female,1,Research Director,Married,,,No,,3,3
2015-12-31,3824,30,4,21210,1.0,13,1,2,6,2,2,2,Travel_Rarely,Research & Development,Bachelor,Medical,Female,1,Research Director,Married,,,No,,3,3
2015-12-31,156,42,18,132060,0.0,13,2,2,6,4,4,4,Travel_Frequently,Research & Development,Master,Technical Degree,Male,4,Sales Executive,Married,,,No,,3,3
2015-12-31,1626,42,18,132060,0.0,13,2,2,6,4,4,4,Travel_Frequently,Research & Development,Master,Technical Degree,Male,4,Sales Executive,Married,,,No,,3,3
2015-12-31,3096,42,18,132060,0.0,13,2,2,6,4,4,4,Travel_Frequently,Research & Development,Master,Technical Degree,Male,4,Sales Executive,Married,,,No,,3,3
2015-12-31,4169,32,22,74460,0.0,19,0,3,6,1,2,2,Travel_Rarely,Human Resources,Bachelor,Human Resources,Female,2,Research Director,Divorced,,,No,,3,3
2015-12-31,1229,32,22,74460,0.0,19,0,3,6,1,2,2,Travel_Rarely,Human Resources,Bachelor,Human Resources,Female,2,Research Director,Divorced,,,No,,3,3
2015-12-31,2699,32,22,74460,0.0,19,0,3,6,1,2,2,Travel_Rarely,Human Resources,Bachelor,Human Resources,Female,2,Research Director,Divorced,,,No,,3,3
2015-12-31,4349,35,1,22750,5.0,13,0,2,6,2,2,3,Travel_Frequently,Research & Development,Bachelor,Other,Male,2,Research Director,Single,,,No,,4,3
2015-12-31,2879,35,1,22750,5.0,13,0,2,6,2,2,3,Travel_Frequently,Research & Development,Bachelor,Other,Male,2,Research Director,Single,,,No,,4,3
2015-12-31,1409,35,1,22750,5.0,13,0,2,6,2,2,3,Travel_Frequently,Research & Development,Bachelor,Other,Male,2,Research Director,Single,,,No,,4,3
2015-12-31,3808,29,5,62440,1.0,22,0,3,6,1,4,4,Travel_Frequently,Research & Development,Below College,Medical,Female,1,Research Scientist,Divorced,,,No,,3,4
2015-12-31,2338,29,5,62440,1.0,22,0,3,6,1,4,4,Travel_Frequently,Research & Development,Below College,Medical,Female,1,Research Scientist,Divorced,,,No,,3,4
2015-12-31,868,29,5,62440,1.0,22,0,3,6,1,4,4,Travel_Frequently,Research & Development,Below College,Medical,Female,1,Research Scientist,Divorced,,,No,,3,4
2015-12-31,4083,38,2,84460,0.0,14,0,3,6,4,2,3,Travel_Frequently,Research & Development,Doctor,Medical,Female,4,Sales Executive,Married,,,No,,2,3
2015-12-31,2613,38,2,84460,0.0,14,0,3,6,4,2,3,Travel_Frequently,Research & Development,Doctor,Medical,Female,4,Sales Executive,Married,,,No,,2,3
2015-12-31,1143,38,2,84460,0.0,14,0,3,6,4,2,3,Travel_Frequently,Research & Development,Doctor,Medical,Female,4,Sales Executive,Married,,,No,,2,3
2015-12-31,193,31,1,61420,4.0,13,2,2,6,2,4,4,Travel_Rarely,Research & Development,Master,Life Sciences,Male,3,Research Director,Single,,,No,,2,3
2015-12-31,1663,31,1,61420,4.0,13,2,2,6,2,4,4,Travel_Rarely,Research & Development,Master,Life Sciences,Male,3,Research Director,Single,,,No,,2,3
2015-12-31,3133,31,1,61420,4.0,13,2,2,6,2,4,4,Travel_Rarely,Research & Development,Master,Life Sciences,Male,3,Research Director,Single,,,No,,2,3
2015-12-31,3303,35,6,94190,1.0,24,1,5,6,3,1,2,Travel_Rarely,Sales,Master,Medical,Female,2,Manager,Single,,,No,,2,4
2015-12-31,363,35,6,94190,1.0,24,1,5,6,3,1,2,Travel_Rarely,Sales,Master,Medical,Female,2,Manager,Single,,,No,,2,4
2015-12-31,1833,35,6,94190,1.0,24,1,5,6,3,1,2,Travel_Rarely,Sales,Master,Medical,Female,2,Manager,Single,,,No,,2,4
2015-12-31,10,25,7,134640,1.0,13,1,2,6,2,1,3,Non-Travel,Research & Development,Master,Medical,Female,4,Laboratory Technician,Divorced,,,No,,3,3
2015-12-31,2950,25,7,134640,1.0,13,1,2,6,2,1,3,Non-Travel,Research & Development,Master,Medical,Female,4,Laboratory Technician,Divorced,,,No,,3,3
2015-12-31,1480,25,7,134640,1.0,13,1,2,6,2,1,3,Non-Travel,Research & Development,Master,Medical,Female,4,Laboratory Technician,Divorced,,,No,,3,3
2015-12-31,4234,35,20,40690,1.0,13,0,5,6,2,3,3,Travel_Rarely,Research & Development,Master,Life Sciences,Female,3,Human Resources,Single,,,No,,3,3
2015-12-31,1294,35,20,40690,1.0,13,0,5,6,2,3,3,Travel_Rarely,Research & Development,Master,Life Sciences,Female,3,Human Resources,Single,,,No,,3,3
2015-12-31,2764,35,20,40690,1.0,13,0,5,6,2,3,3,Travel_Rarely,Research & Development,Master,Life Sciences,Female,3,Human Resources,Single,,,No,,3,3
2015-12-31,856,32,10,23800,4.0,13,0,5,6,4,1,2,Non-Travel,Research & Development,Master,Life Sciences,Female,5,Research Scientist,Married,,,No,,3,3
2015-12-31,3796,32,10,23800,4.0,13,0,5,6,4,1,2,Non-Travel,Research & Development,Master,Life Sciences,Female,5,Research Scientist,Married,,,No,,3,3
2015-12-31,2326,32,10,23800,4.0,13,0,5,6,4,1,2,Non-Travel,Research & Development,Master,Life Sciences,Female,5,Research Scientist,Married,,,No,,3,3
2015-12-31,310,34,12,45050,1.0,12,0,3,6,4,4,3,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,1,Research Scientist,Single,,,No,,3,3
2015-12-31,1780,34,12,45050,1.0,12,0,3,6,4,4,3,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,1,Research Scientist,Single,,,No,,3,3
2015-12-31,3250,34,12,45050,1.0,12,0,3,6,4,4,3,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,1,Research Scientist,Single,,,No,,3,3
2015-12-31,1213,41,7,20990,8.0,12,1,2,6,2,4,1,Travel_Rarely,Research & Development,College,Life Sciences,Female,1,Research Scientist,Single,Resignation,Salary,Sí,2016-03-17,3,3
2015-12-31,2683,41,7,20990,8.0,12,1,2,6,2,4,1,Travel_Rarely,Research & Development,College,Life Sciences,Female,1,Research Scientist,Single,Resignation,Others,Sí,2016-12-13,3,3
2015-12-31,4153,41,7,20990,8.0,12,1,2,6,2,4,1,Travel_Rarely,Research & Development,College,Life Sciences,Female,1,Research Scientist,Single,,,No,,3,3
2015-12-31,2419,26,18,108800,1.0,23,1,5,7,4,4,3,Non-Travel,Research & Development,College,Medical,Male,1,Human Resources,Single,,,No,,3,4
2015-12-31,949,26,18,108800,1.0,23,1,5,7,4,4,3,Non-Travel,Research & Development,College,Medical,Male,1,Human Resources,Single,,,No,,3,4
2015-12-31,3889,26,18,108800,1.0,23,1,5,7,4,4,3,Non-Travel,Research & Development,College,Medical,Male,1,Human Resources,Single,,,No,,3,4
