Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,cat__EnvironmentSatisfaction_Bajo,cat__JobSatisfaction_Bajo,cat__JobSatisfaction_Muy alto,cat__WorkLifeBalance_Mala,cat__BusinessTravel_Travel_Frequently,cat__Department_Human Resources,cat__EducationField_Human Resources,cat__MaritalStatus_Single,target
34,8,58780,1.0,14,1,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,8,58780,1.0,14,1,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,20,41630,9.0,15,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
29,20,41630,9.0,15,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
29,20,41630,9.0,15,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
57,3,20130,3.0,14,5,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
57,3,20130,3.0,14,5,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
57,3,20130,3.0,14,5,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
55,2,27810,8.0,13,2,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
55,2,27810,8.0,13,2,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
55,2,27810,8.0,13,2,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
33,9,29090,2.0,11,2,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
33,9,29090,2.0,11,2,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
33,9,29090,2.0,11,2,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
31,2,29090,9.0,14,2,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31,2,29090,9.0,14,2,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31,2,29090,9.0,14,2,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31,10,41890,0.0,23,3,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
31,10,41890,0.0,23,3,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
31,10,41890,0.0,23,3,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
28,21,79780,1.0,16,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
28,21,79780,1.0,16,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
28,21,79780,1.0,16,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
28,21,25000,1.0,16,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
28,21,25000,1.0,16,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
28,21,25000,1.0,16,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25,5,27560,1.0,12,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,5,27560,1.0,12,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,5,27560,1.0,12,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,1,37800,7.0,12,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,1,37800,7.0,12,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,1,37800,7.0,12,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43,1,52650,4.0,11,4,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
43,1,52650,4.0,11,4,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
43,1,52650,4.0,11,4,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
32,3,30380,2.0,20,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
32,3,30380,2.0,20,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
32,3,30380,2.0,20,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
35,3,32940,0.0,11,2,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
35,3,32940,0.0,11,2,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
35,3,32940,0.0,11,2,5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
53,7,28590,3.0,18,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,7,28590,3.0,18,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,7,28590,3.0,18,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,6,37550,1.0,19,2,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,6,37550,1.0,19,2,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,6,37550,1.0,19,2,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49,3,47280,3.0,11,4,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
49,3,47280,3.0,11,4,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
49,3,47280,3.0,11,4,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
41,5,66230,5.0,18,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41,5,66230,5.0,18,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41,5,66230,5.0,18,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,7,23480,1.0,14,3,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
34,7,23480,1.0,14,3,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
34,7,23480,1.0,14,3,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
38,2,49080,4.0,19,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38,2,49080,4.0,19,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38,2,49080,4.0,19,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,23,46010,0.0,15,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,23,46010,0.0,15,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,23,46010,0.0,15,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,5,21440,6.0,19,3,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,5,21440,6.0,19,3,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,5,21440,6.0,19,3,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55,7,22720,2.0,17,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55,7,22720,2.0,17,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55,7,22720,2.0,17,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,9,39360,0.0,11,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
30,9,39360,0.0,11,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
30,9,39360,0.0,11,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
34,1,86210,1.0,17,1,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,1,86210,1.0,17,1,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,1,86210,1.0,17,1,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45,24,36290,8.0,16,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
45,24,36290,8.0,16,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
45,24,36290,8.0,16,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
43,9,12740,1.0,19,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43,9,12740,1.0,19,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43,9,12740,1.0,19,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,13,20420,0.0,16,2,5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
35,13,20420,0.0,16,2,5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
35,13,20420,0.0,16,2,5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
40,17,35780,2.0,14,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,17,35780,2.0,14,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,17,35780,2.0,14,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,1,78790,2.0,11,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,1,78790,2.0,11,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,1,78790,2.0,11,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52,5,27590,9.0,18,6,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
52,5,27590,9.0,18,6,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
52,5,27590,9.0,18,6,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
39,1,68040,8.0,14,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
39,1,68040,8.0,14,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
39,1,68040,8.0,14,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
40,1,69320,1.0,13,5,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,1,69320,1.0,13,5,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,1,69320,1.0,13,5,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,18,28360,0.0,20,3,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
39,18,28360,0.0,20,3,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
39,18,28360,0.0,20,3,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
25,2,27850,0.0,21,2,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,2,27850,0.0,21,2,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,2,27850,0.0,21,2,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56,3,44490,4.0,15,3,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56,3,44490,4.0,15,3,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56,3,44490,1.0,15,3,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,8,59850,2.0,13,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40,8,59850,2.0,13,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40,8,59850,2.0,13,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
33,3,49360,0.0,14,2,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
33,3,49360,0.0,14,2,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
33,3,49360,0.0,14,2,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
53,6,23250,7.0,18,1,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
53,6,23250,7.0,18,1,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
53,6,23250,7.0,18,1,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
42,10,28370,2.0,13,0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
42,10,28370,2.0,13,0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
42,10,28370,2.0,13,0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
37,1,53460,4.0,11,2,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
35,8,53460,0.0,14,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,8,53460,0.0,14,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,8,53460,0.0,14,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,1,53460,4.0,11,2,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
37,1,53460,4.0,11,2,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
52,26,33750,2.0,21,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52,26,33750,2.0,21,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52,26,33750,2.0,21,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,10,26840,4.0,12,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,10,26840,4.0,12,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,10,26840,4.0,12,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,9,161240,2.0,23,2,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31,9,161240,2.0,23,2,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31,9,161240,2.0,23,2,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
45,3,35800,4.0,20,1,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
45,3,35800,4.0,20,1,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
45,3,35800,4.0,20,1,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
36,1,28380,1.0,19,5,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,1,28380,1.0,19,5,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,1,28380,1.0,19,5,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50,4,43740,3.0,15,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
50,4,43740,3.0,15,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
50,4,43740,3.0,15,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
54,18,49630,9.0,15,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,18,49630,9.0,15,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,18,49630,9.0,15,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,2,20960,0.0,22,2,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,2,20960,0.0,22,2,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,2,20960,0.0,22,2,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,5,46820,1.0,11,3,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,5,46820,1.0,11,3,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,5,46820,1.0,11,3,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,10,109030,0.0,11,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,10,109030,0.0,11,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,10,109030,0.0,11,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,2,110310,3.0,12,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,2,110310,3.0,12,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,2,110310,3.0,12,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,2,111590,1.0,12,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,2,111590,1.0,12,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,2,111590,1.0,12,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,11,71400,5.0,21,2,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
33,11,71400,5.0,21,2,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
33,11,71400,5.0,21,2,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
53,11,21480,3.0,11,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,11,21480,3.0,11,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,11,21480,3.0,11,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45,24,54760,4.0,13,3,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45,24,54760,4.0,13,3,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45,24,54760,4.0,13,3,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52,29,29420,8.0,11,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52,29,29420,8.0,11,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52,29,29420,8.0,11,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,28,60910,1.0,15,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,28,60910,1.0,15,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,28,60910,1.0,15,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,2,114160,6.0,16,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,2,114160,6.0,16,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,2,114160,6.0,16,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,20,45810,3.0,14,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
32,20,45810,3.0,14,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
32,20,45810,3.0,14,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
26,2,65780,0.0,15,3,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
26,2,65780,0.0,15,3,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
26,2,65780,0.0,15,3,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
49,11,35060,3.0,11,4,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
49,11,35060,3.0,11,4,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
49,11,35060,3.0,11,4,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
27,5,47350,0.0,13,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,5,47350,0.0,13,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,5,47350,0.0,13,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,3,77560,1.0,15,3,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,3,77560,1.0,15,3,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,3,77560,1.0,15,3,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,15,23800,4.0,18,2,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
30,15,23800,4.0,18,2,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
30,15,23800,4.0,18,2,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
33,7,37370,8.0,22,2,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,7,37370,8.0,22,2,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,7,37370,8.0,22,2,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,25,24060,2.0,20,5,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
30,25,24060,2.0,20,5,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
30,25,24060,2.0,20,5,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
31,20,99070,0.0,13,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31,20,99070,0.0,13,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31,20,99070,1.0,13,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
32,7,44030,2.0,20,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
32,7,44030,2.0,20,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
32,7,44030,2.0,20,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
33,1,21760,1.0,14,2,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
33,1,21760,1.0,14,2,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
33,1,21760,1.0,14,2,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
37,13,119040,1.0,12,4,6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
37,13,119040,1.0,12,4,6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
37,13,119040,1.0,12,4,6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
31,16,22790,3.0,12,3,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31,16,22790,3.0,12,3,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31,16,22790,3.0,12,3,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
40,8,86280,2.0,20,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40,8,86280,2.0,20,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40,8,86280,2.0,20,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
32,1,30220,1.0,16,3,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
32,1,30220,1.0,16,3,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
32,1,30220,1.0,16,3,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
44,6,45580,1.0,13,2,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
44,6,45580,1.0,13,2,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
44,6,45580,1.0,13,2,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
37,1,39440,6.0,11,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,1,39440,6.0,11,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,1,39440,6.0,11,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47,23,62740,7.0,14,0,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
47,23,62740,7.0,14,0,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
47,23,62740,7.0,14,0,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
24,1,34070,1.0,15,2,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
24,1,34070,1.0,15,2,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
24,1,34070,1.0,15,2,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
26,1,104470,1.0,18,3,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
26,1,104470,1.0,18,3,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
26,1,104470,1.0,18,3,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
24,2,39190,1.0,21,3,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
24,2,39190,1.0,21,3,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
24,2,39190,1.0,21,3,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
29,17,65820,1.0,19,3,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
29,17,65820,1.0,19,3,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
29,17,65820,1.0,19,3,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
37,2,54050,7.0,15,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,2,54050,7.0,15,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,2,54050,7.0,15,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50,4,167990,7.0,14,2,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
50,4,167990,7.0,14,2,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
50,4,167990,7.0,14,2,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
45,16,54840,1.0,20,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
45,16,54840,1.0,20,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
45,16,54840,1.0,20,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
36,22,29500,4.0,14,1,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
36,22,29500,4.0,14,1,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
36,22,29500,4.0,14,1,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
29,4,35390,1.0,18,2,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
29,4,35390,1.0,18,2,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
29,4,35390,1.0,18,2,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
59,3,40510,5.0,16,3,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
59,3,40510,5.0,16,3,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
59,3,40510,5.0,16,3,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
56,2,26440,4.0,11,2,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
56,2,26440,4.0,11,2,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
56,2,26440,4.0,11,2,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
38,9,52040,3.0,13,2,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
38,9,52040,3.0,13,2,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
38,9,52040,3.0,13,2,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
36,2,79180,2.0,12,3,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
